meeting_id,title,summary,participant_count,internal_count,external_count,transcript_excerpt,suggested_label,manual_label
01KQA502E222E2A60330237B,Aegis / Pineridge Systems - Q1 Business Review,"Daniel Okafor led a Q1 business review with Yuki Tanaka of Pineridge, joined by Kevin O'Brien and Ananya Sharma. Yuki expressed strong overall satisfaction with the Aegis platform, particularly highlighting Aegis Detect's improved signal-to-noise ratio and a successful DR drill using Aegis Protect. A significant portion of the call focused on the upcoming Aegis Comply v2 release, which Yuki found compelling for their SOC 2 readiness needs and indicated could strengthen the ROI case for renewal. The call concluded with a positive renewal outlook, with Yuki requesting a separate commercial discussion in mid-April after reviewing the Comply v2 details.",4,3,1,"Daniel Okafor: Alright, I think we've got everyone on - Yuki, can you hear us okay? Yuki Tanaka: Yeah, loud and clear! Hey Daniel, hey everyone. Daniel Okafor: Hey Yuki! Good to have you on. I've got Kevin and Ananya here with me today as well. Kevin O'Brien: Hey Yuki, great to connect again - it's been a little while. Yuki Tanaka: Kevin! Yeah it has, I think the last time we actually talked was, uh, what, back in December? The onboarding wrap-up call? Kevin O'Brien: That sounds about right, yeah. Time flies. Ananya Sharma: Hi Yuki, I'm Ananya - I joined the solutions engineering team back in January, so this is actually my first time connecting with you directly. Looking forward to the conv",external,external
01KQA7DFCE1285F52192B34B,Support Case #9856 - Silverline Brands Backup Window Exceeded,"Dominic Flores, IT Director at Silverline Brands, called Aegis Cloud Security support regarding a two-week-old open case about backup jobs significantly overrunning their scheduled 1 AM-5 AM window, with SQL Server backups now taking up to 8-9 hours and causing production performance degradation. Support engineer David Kim identified a dramatic throughput drop from ~800 MB/s to ~180-220 MB/s, potentially linked to backend network routing changes made during a March remediation effort for a separate module (Aegis Detect). David initiated immediate workarounds including a manual agent update to version 4.2.0 and SQL job priority adjustments, and escalated the issue as P1 to the infrastructure team. A follow-up call was scheduled for the next morning at 10 AM Central with a Protect platform engineer to review root cause findings.",2,1,1,"David Kim: Thank you for calling Aegis Cloud Security support, this is David Kim, how can I help you today? Dominic Flores: Hey David, yeah, this is Dominic Flores, IT Director over at Silverline Brands, I've got case number 9856 open, the one about our backup windows? David Kim: Yes, absolutely, I pulled up the case right before you called actually - so you're seeing backup jobs running well past their scheduled windows, is that right? Dominic Flores: That's the short version, yeah. I mean, look, this has been going on for about two weeks now and it's - it's becoming a real problem for us, especially with our retail operations. We're a 24/7 environment basically, and when backups are runnin",customer_support,customer_support
01KQAC572C34475A8791F2C3,Protect Team - Quarterly Planning,"Mike Romano led a Q2 quarterly planning call for the Protect product with Ananya Sharma, Ravi Gupta, and Sofia Petrov. The team discussed three main initiatives: a 30%+ improvement to incremental backup performance targeting a late April canary rollout, a redesigned restore wizard UX that enables search-first file recovery, and multi-region replication which was scoped to Q3 rather than Q2 to avoid overpromising. The team also agreed to carve out capacity for tech debt work in the backup scheduler during Q2.",4,4,0,"Mike Romano: Alright, I think we've got everyone on now - Ananya, Ravi, Sofia, you all can hear me okay? Ananya Sharma: Yep, loud and clear. Ravi Gupta: Good here. Sofia Petrov: Yeah, I'm here, just had to grab my coffee real quick, sorry. Mike Romano: Ha, no worries at all, I literally just poured mine too. Okay so - quarterly planning for Protect, Q2 is coming up fast, I want to make sure we actually go into it with a solid plan this time and not scrambling like we did in Q4. Ananya Sharma: Q4 was... yeah, let's not repeat that. Mike Romano: Right, exactly. So I shared the doc in the channel this morning - did everyone get a chance to at least skim it? Sofia Petrov: I went through most of ",internal,internal
01KQADC32D89E2B76B698E84,Support Case #6635 - Nova Retail Group SSO Login Failures,"Nova Retail Group VP Stephanie Blair and senior security engineer Andre Coleman contacted Aegis Cloud Security support regarding an SSO outage affecting approximately 38-42% of their 1,200 users since February 10th. Aegis support identified a likely regression introduced by a patch deployed on February 9th affecting SAML NameID format handling in the Identity module. A temporary workaround was provided via bulk per-user local auth override in the admin console, while a permanent fix is estimated within 48 hours. Stephanie expressed significant frustration over the four-day outage coinciding with Valentine's Day, one of Nova Retail's busiest sales days, and the lack of proactive communication from Aegis.",4,2,2,"Sarah Chen: Hi, thanks for joining - this is Sarah Chen from Aegis Cloud Security support, and I also have my colleague Elena Vasquez on the line with me today. Elena specializes in our Identity module so I wanted to bring her in given what you described in the case notes. Stephanie Blair: Great, yeah. This is Stephanie Blair, VP of Technology at Nova Retail Group, and I have Andre Coleman on with me - he's one of our senior security engineers and he's been in the thick of this since it started. Andre Coleman: Hi everyone, Andre here. Yeah, happy to be on - well, not happy about the situation, but you know what I mean. Elena Vasquez: Totally understand, and hi Andre, hi Stephanie. We've revi",customer_support,customer_support
01KQADF3D76E82BF8BA19AF2,All Hands - February Wrap,"The team held a February wrap-up call covering product, QA, and customer success updates. Comply v2 is tracking toward an April GA with backend milestones met, though QA coverage is slightly behind at 62% versus a 70% target, contingent on two QA resources rotating over from the Detect team in March. A customer loss to competitor VaultEdge and two upsell opportunities totaling ~$240K ARR were discussed on the customer success front. A potential bottleneck in the Detect event ingestion pipeline was elevated as an item needing immediate attention, and March priorities were set including code freeze for Comply v2 and early access briefings for strategic accounts.",4,4,0,"Raj Kapoor: Alright, I think we've got everyone, let me just - yeah, okay, Diana's here, Megan's here, Nina just joined. Good. Let's get started. Diana Reeves: Sorry I'm a minute late, I was wrapping up something with the support team. Raj Kapoor: No worries. So, February wrap - I want to keep this tight, maybe twenty minutes. Megan, you want to kick us off on the product side? Megan Lawson: Yeah, sure. So February was actually a pretty solid month for us on the product front. The big thing obviously is Comply v2 - we are tracking toward the April GA, the engineering team hit all their February milestones, which honestly I was a little worried about going into the month. Raj Kapoor: What wer",external,internal
01KQAEA50436D047BC39CFC7,Aegis / Crestline Wealth - Account Review,"Maria Santos met with Derek Owens of Crestline Wealth to discuss their upcoming renewal in late March 2026, approximately six weeks out. They reviewed usage across three modules (Protect, Detect, and Comply), with Derek noting data growth from 14TB to approximately 17-17.5TB affecting tier pricing. Maria introduced an upcoming Comply multi-framework reporting feature and discussed pricing options ranging from $155K-$160K annually, with a two-year discount option available. The call ended with a clear plan: Maria will deliver a comparison quote and Detect resilience technical summary by February 27th, and Derek will provide a decision direction by March 5th.",2,1,1,"Maria Santos: Hey Derek, thanks for making time today - I know February is always kind of a hectic month for everyone. Derek Owens: Yeah, no kidding, it really is. We've got our internal audit cycle ramping up so, uh, the timing's actually not terrible for this conversation. Maria Santos: Good, that actually works out well for what I wanted to go through today. So the plan is - and stop me if you want to reorder anything - I was thinking we'd do a quick look at where you are with the platform overall, talk through the renewal terms, and then get into any open items or concerns you have. Does that work? Derek Owens: Yeah that works. I do have a few things I want to bring up, so maybe just fla",external,external
01KQAFB8DBF6E1E2FDEF0B75,Aegis / Maplewood Goods - SOC 2 Prep Review,"Aisha Johnson and Sofia Petrov from Aegis Comply met with Nathan Perry from Maplewood to discuss their SOC 2 audit preparation needs ahead of a Q2 auditor engagement. Nathan described a highly manual, time-consuming evidence collection process that consumed three engineer-weeks during their last audit cycle eighteen months ago. The team walked through how Comply automates evidence collection, maps overlapping controls across frameworks like SOC 2, PCI DSS, and ISO 27001, and previewed the upcoming Comply v2 on-demand compliance reporting feature. Nathan expressed strong interest in moving forward and agreed to schedule a demo and technical scoping session with his lead engineer Rachel.",3,2,1,"Aisha Johnson: Hey Nathan! Good to see you on here, how are you doing today? Nathan Perry: Doing really well, thanks Aisha. Busy as always, you know how it is in retail right now, but yeah, excited for this call actually. Aisha Johnson: Ha, I can imagine! I also wanted to introduce you to Sofia Petrov - she's one of our senior engineers on the Comply side of things, and she's going to be really helpful for what we're walking through today. Sofia Petrov: Hey Nathan, great to meet you. Really looking forward to digging into your SOC 2 prep situation and seeing how we can help. Nathan Perry: Yeah, likewise Sofia. And honestly, the timing on this couldn't be better for us. We've got an auditor e",external,external
01KQB3B16F255B65F39597D0,Comply v2 - Design Review,"Hannah, Ananya, and Mike held a design review call for Comply v2 ahead of the April GA launch. They aligned on an async report generation model with P90 latency of 45 seconds to 2 minutes, and confirmed a unified evidence store architecture to handle overlapping compliance frameworks (SOC 2, ISO 27001, HIPAA, PCI DSS). PDF export was confirmed in scope using headless rendering, while report annotations were deferred to v2.1. The team expressed strong confidence in the April date, with a load test planned for mid-March to validate queue performance under concurrent usage.",3,3,0,"Hannah Liu: Okay, I think we've got everyone, let me just - yeah, okay, great. Hi guys, thanks for jumping on. Ananya Sharma: Hey Hannah, hey Mike. Mike Romano: Hey, good morning. Or good afternoon for you, Ananya, right? You're EST today? Ananya Sharma: Ha, yeah, I'm in New York this week visiting family so, uh, slightly less jet-lagged than usual. Hannah Liu: Nice, nice. Okay so - should we just dive in? I know everyone's got a packed afternoon. Mike Romano: Yeah let's do it. Hannah Liu: Alright, so the purpose of today's call is really to do a proper design review for Comply v2 before we lock the spec. We've got the April GA date on the calendar and I want to make sure engineering is full",internal,internal
01KQB632F1ADC378C42F2C03,Support Case #7570 - Silverline Brands Comply v2 License Upgrade,"Michelle Tan and Dominic Flores from Silverline Brands contacted Aegis Cloud Security support regarding a billing discrepancy on their Comply v2 upgrade. They were overbilled $255 because the proration calculation started from April 1st instead of the upgrade activation date of April 7th. David Kim confirmed the error, arranged a $255 credit to be applied on the May 1st invoice, and agreed to escalate the issue to the billing systems team as it may affect other customers who upgraded on launch day. The call also covered confirmation that all four compliance frameworks and unlimited on-demand reporting are included under the v2 license.",3,1,2,"David Kim: Hi, thanks for calling Aegis Cloud Security support, this is David Kim. Can I get the name of the account holder I'm speaking with today? Michelle Tan: Hi David, yeah, this is Michelle Tan, I'm the Security Manager over at Silverline Brands. I've got our IT Director Dominic Flores on with me as well. Dominic Flores: Hey David, Dominic here. David Kim: Great, hey Michelle, hey Dominic. So I'm pulling up the account now - this is in reference to support case number 7570, is that right? The Comply v2 license upgrade question? Michelle Tan: Yeah, that's the one. So we submitted the case on, uh, I think Wednesday? And basically the issue is we upgraded to Comply v2 when it launched on ",customer_support,customer_support
01KQB95605C6F873C6036285,Aegis / Forge Industries - PCI DSS Compliance Review,"Maria Santos and Ananya Sharma from Aegis met with Gerald Hutchins of Forge Industries to introduce Comply v2, focusing on its PCI DSS reporting capabilities and multi-framework compliance support. Gerald shared that Forge is in PCI DSS audit prep with a QSA assessment scheduled for end of June, struggling with a highly manual evidence-gathering process. The team covered on-demand reporting, auditor-friendly export formats, multi-framework overlap between PCI DSS and SOC 2, and an estimated two-to-three week onboarding timeline. Gerald also raised prior concerns about a March Detect outage, which Maria acknowledged and committed to addressing with a full post-incident review.",3,2,1,"Maria Santos: Gerald, hey, good morning! Thanks so much for making time today, I know you've got a packed schedule over there. Gerald Hutchins: Maria, always good to hear from you. Yeah it's been a little crazy on our end but honestly this is one of the calls I was actually looking forward to so, no complaints. Maria Santos: That's great to hear! And I also have Ananya Sharma on the line with me today - she's one of our senior engineers on the Comply side of things, she's going to be super helpful for the more technical questions you might have. Ananya Sharma: Hi Gerald, really glad to be here. I've been looking forward to this one actually. Gerald Hutchins: Great, great. Yeah, Ananya, nice ",customer_support,external
01KQBB7C4D4789DB2F3DA9C2,Support Case #1750 - Vanta Health Systems SIEM Connector Issue,"Vanta Health Systems contacted Aegis Cloud Security support regarding a critical issue with their LogVault SIEM connector dropping event data since February 8th, including complete 45-minute to 1-hour blackout windows. Sarah Chen and Priya Patel identified the root cause as a known bug in connector version 3.4.1 where connection timeouts from F5 load balancer throttling cause the buffer to flush instead of retry. Immediate workarounds were provided (adjusting F5 connection limits and enabling the undocumented retry_on_timeout parameter), with a permanent fix available via upgrade to version 3.5.0. Dr. Cheng expressed significant frustration with the 10-day support response delay, undocumented parameters, and lack of proactive notification about the known bug in a healthcare/HIPAA environment.",4,2,2,"Sarah Chen: Hi, good afternoon, this is Sarah Chen from Aegis Cloud Security support, I have Dr. Cheng and Mr. Burke on the line from Vanta Health Systems, and my colleague Priya Patel is joining as well - Priya, you there? Priya Patel: Yeah, I'm here, hi everyone. Dr. Linda Cheng: Hello, yes, Dr. Linda Cheng here, and Raymond is with me as well. Raymond Burke: Raymond Burke, yeah, hi, thanks for getting us on quickly. Sarah Chen: Of course, so I've had a chance to look at your case notes, Support Case 1750, and I understand you're seeing issues with your SIEM connector in Aegis Detect - can you walk us through what you're experiencing from your end? Dr. Linda Cheng: Sure, Raymond, do you wa",customer_support,customer_support
01KQBBF753B44DE677670E6D,Support Case #6147 - Summit Trust Detect Alert Delays,"Alicia Monroe (Risk Manager) and Gregory Fisk (IT Director) from Summit Trust contacted Aegis Cloud Security support regarding threat alert delays of 20-45 minutes in their Detect platform, which is critical given their financial services regulatory obligations. David Kim identified the root cause as Summit Trust's tenant being placed on an overloaded processing node cluster during post-outage infrastructure remediation in March. Additionally, it was revealed that Summit Trust had never been notified of a significant platform outage in March (March 10-18) involving six hours of reduced visibility, which raised serious compliance concerns. David submitted an emergency rebalance request during the call and committed to delivering a formal incident summary document by end of business the following day.",3,1,2,"David Kim: Hi, this is David Kim from Aegis Cloud Security support, I have support case number 6147 open here - am I speaking with Alicia Monroe? Alicia Monroe: Yes, hi David, this is Alicia, and I also have Gregory Fisk our IT Director on the line with me today. David Kim: Gregory, Alicia, great - thanks for jumping on. I've reviewed the case notes you submitted, but I'd love to hear it in your own words. What exactly are you seeing with the alert delays? Alicia Monroe: Yeah, so - okay, I'll let Gregory kind of walk through the technical side, but from my perspective as risk manager, the core issue is that we're in financial services, we have regulatory obligations, and our threat alerts ar",customer_support,customer_support
01KQC1267BEB344076DD7656,Aegis / Ironclad Financial - Account Recovery Check-in,"Maria Santos and Solutions Architect Kevin O'Brien met with Robert Langston and Tanya Desai (Security Engineering) to address a six-hour Detect platform outage and discuss contract renewal ahead of end-of-Q2. Kevin explained the root cause as a cascading single point of failure in the event ingestion pipeline and outlined remediation steps including redundant nodes and a circuit breaker pattern. Robert and Tanya outlined clear conditions for renewal justification: a formal written post-mortem, updated SLA language with uptime teeth for Detect, and a configuration review. The call also surfaced an upcoming Comply v2 launch with on-demand compliance reporting relevant to the customer's June PCI audit.",4,2,2,"Maria Santos: Alright, I think we've got everyone now - Robert, Tanya, good to see you both. Thanks for making time today. Robert Langston: Yeah, of course. We've got a lot to get through so let's, uh, let's just jump in. Maria Santos: Absolutely. And I'll just introduce Kevin - he's one of our Solutions Architects and I brought him on today because some of the questions Tanya sent over ahead of this call are a bit more technical and I wanted to make sure we had the right person in the room. Kevin O'Brien: Hey everyone, Kevin O'Brien. Happy to be here and, yeah, looking forward to the conversation. Tanya Desai: Hi Kevin. Tanya Desai, Security Engineering. I'll probably be the one throwing th",customer_support,external
01KQC166F678CBA584AAFF8B,Support Case #7615 - Crestline Wealth Group Policy Sync Delay,"Derek Owens from a wealth management firm contacted Aegis Cloud Security support regarding persistent policy sync delays and provisioning issues in Aegis Identity, some taking 4-5 hours to propagate. Support engineer Sarah Chen investigated the tenant logs and identified a sync worker queue backup issue on a shared cluster tier, potentially related to remediation work done after a mid-March Detect incident. Sarah offered two immediate actions: escalating the case to P1 for engineering review and migrating Derek's tenant to a dedicated sync worker to alleviate the delays. Derek expressed frustration over the 5-day response gap and raised concerns about renewal given the support experience.",2,1,1,"Sarah Chen: Hi Derek, thanks for holding - this is Sarah Chen from Aegis Cloud Security support, I've got your case pulled up here, case number 7615. Derek Owens: Yeah, hi Sarah. Thanks for getting back to me. Honestly I've been waiting on this for, uh, a couple days now and it's starting to become a real problem for us. Sarah Chen: I completely understand and I apologize for the delay in getting you on a live call. I do want to dig into this with you today and get it resolved. So the notes in the case mention a policy sync delay in Aegis Identity - can you walk me through what you're seeing? Derek Owens: Sure. So basically, we push policy updates through Identity - role assignments, access ",customer_support,customer_support
01KQC3A2EBC501837E973B16,Aegis / Frostbyte AI - Identity Module Setup,"This was an onboarding kickoff call for Aegis Identity with Victor Zheng and Olivia Strand as the new customers, joined by James Mitchell (account manager) and Ananya Sharma (senior engineer, technical point of contact). The customer is migrating from Okta and their primary goals are consolidating SSO across eight tools and implementing more granular MFA and conditional access policies, particularly for contractor vs. full-time employee differentiation. Ananya outlined a two-to-three week timeline for baseline SSO configuration and MFA rollout, faster than the customer anticipated. Next steps were clearly established, including Victor completing Okta API token setup and a user attribute mapping template before scheduling a live working session.",4,2,2,"James Mitchell: Alright, I think everyone's joined now - Victor, Olivia, good to see you both again. Victor Zheng: Hey James, good to be here. Really excited to finally get this kicked off. Olivia Strand: Same here, yeah. Thanks for making time on a Thursday afternoon, I know you all are heads down on a lot right now. James Mitchell: Of course, of course. And I want to introduce Ananya Sharma - she's one of our senior engineers on the Identity side and she's going to be your main technical point of contact through the onboarding process. Ananya Sharma: Hi everyone! Really happy to be working with you. I've actually looked through the notes from your sales calls and the infrastructure questio",external,external
01KQCA6EA8B603EBB6C9FE34,Aegis / Ridgeline Logistics - Identity Roadmap Discussion,"Daniel Okafor (CSM) met with Paula Schneider from Ridgeline to review their experience with Aegis Identity after eight months on the platform. Paula raised several operational pain points including clunky shared workstation session management, lack of granular session timeout policies by device group, and inflexible MFA policy exceptions for service accounts. Daniel confirmed these items would be escalated internally, including a January support ticket that had gone unanswered, and noted an upcoming RBAC enhancement that may address some of her concerns. The call also touched on a potential SSO integration with a new fleet management platform and a Q3 renewal on the horizon.",2,1,1,"Daniel Okafor: Paula, hey, thanks for making time today. I know Thursdays are usually pretty packed for you. Paula Schneider: Yeah, no, it's fine. We had a planning session move to next week so actually the morning opened up a bit. Good timing. Daniel Okafor: Perfect. Well I appreciate it. So the agenda I had in mind - I wanted to walk through where we are on the Identity roadmap, get your input on some of the features we're scoping, and then just make sure we're aligned on what Ridgeline actually needs over the next couple of quarters. Does that work? Paula Schneider: Yeah that works. I've got a few things on my end I wanted to raise too, so we can weave those in. Daniel Okafor: Absolutely,",customer_support,external
01KQCF9872BF130D33B1B5EC,Comply v2 - Launch Day Checklist,"Alex Reyes led a pre-launch sync with Nina Kowalski and Jordan Whitfield three days before the Comply v2 launch on April 7th. The team reviewed the final QA checklist, confirming two of three open bugs are resolved, with the remaining Safari/PCI DSS cosmetic issue to be patched via a one-line CSS fix before launch. They discussed proactive messaging around infrastructure independence from the recent Detect outage, confirmed the HIPAA reporting module is fully validated across 40 configurations, and verified that in-app guidance and onboarding flows are complete and in production. Overall sentiment was highly positive, with the team expressing confidence in shipping on schedule.",3,3,0,"Alex Reyes: Okay, I think everyone's on - Nina, Jordan, you both there? Nina Kowalski: Yeah, I'm here, just had to mute my Slack notifications, there's like a thousand messages this morning. Jordan Whitfield: Same, I'm here. Good morning everyone. Alex Reyes: Good morning! Okay so, three days out from launch - I'm genuinely excited, I feel like we've been building toward this for so long. Jordan Whitfield: April 7th cannot come fast enough honestly. Nina Kowalski: Right? Like, I've been living in the Comply v2 ticket queue for what feels like six months. Alex Reyes: It basically has been six months, so you're not wrong. Okay, I want to run through the launch day checklist today - make sure w",customer_support,internal
01KQD1270E98A7DFC55ADCF8,Protect Performance - Scalability Concerns,"The team convened to discuss alarming performance issues in the Protect module, triggered by load testing results showing backup job queue times spiking to 47 minutes at 2x P95 customer scale. Two compounding root causes were identified: a job scheduler not built for concurrent dispatch at current scale, and a synchronous I/O bottleneck in the snapshot deduplication layer. The full scheduler fix is estimated at six to eight weeks, raising concern about an upcoming growth quarter where sales is actively bundling Protect with Comply v2. As interim measures, the team agreed to throttle per-tenant job concurrency, fast-track an async fix for the dedup issue, and have a proactive conversation with sales about slowing Protect onboarding pace.",4,4,0,"Chris Lee: Alright, I think we're all on - can everyone hear me okay? Nina Kowalski: Yeah, I can hear you. Tyler Washington: Yep, good here. Sofia Petrov: Same, I'm on. Chris Lee: Okay good, so - let's just dive in because I don't want this to run long. The reason I called this is, uh, we've been getting some pretty alarming signals from the Protect module over the last couple of weeks and I think we need to talk through what's actually happening before this becomes a customer-facing issue. Nina Kowalski: Yeah, I'm glad we're finally having this conversation honestly. I've been flagging some of these benchmark numbers for like three weeks now and it feels like nothing's moved. Chris Lee: Oka",customer_support,internal
01KQD199788883B6F18C81E8,Aegis / Atlas Precision - Annual Review & Renewal,"Daniel Okafor and engineer Mike Romano held an annual review call with Wayne Keller of Atlas Precision ahead of a May renewal. Wayne expressed overall satisfaction with the platform, highlighting the Comply module as the biggest win by significantly reducing his team's audit burden. The March Detect outage was discussed openly, with Wayne acknowledging the strong incident communication and the architectural fixes implemented. The call concluded with alignment on flat renewal pricing, a planned Identity module discovery call with Wayne's IT director, and a follow-up on OT anomaly detection roadmap details.",3,2,1,"Daniel Okafor: Wayne! Good to have you on, man. How are things going out there in - is it still cold in Cleveland or have you guys finally gotten some spring weather? Wayne Keller: Ha, we actually had a really nice weekend, finally. Like sixties, sunny - my wife dragged me into the garden for the whole two days but I'm not complaining. Daniel Okafor: That's great, that's great. Hey I also have Mike Romano on with me - Mike's one of our staff engineers, he's been kind of the technical backbone on your account for the last few months. Mike, you want to say hey? Mike Romano: Hey Wayne, yeah good to finally be on a call with you. I've been behind the scenes on a few of your support tickets and s",customer_support,external
01KQD4D9DEBA2D55AC2AA9F5,Aegis / Keystone Health - Renewal Planning,"Lisa Park and Rachel Torres from Aegis held a renewal check-in with Philip Lau from Keystone Health. Philip expressed strong satisfaction with Aegis Comply and Protect, citing approximately 40-50 hours saved per quarter on audit prep and solid backup recovery performance. The team discussed the upcoming Aegis Comply v2 launch featuring on-demand multi-framework compliance reporting, which Philip found genuinely exciting given his team's simultaneous HIPAA and SOC 2 Type II obligations. The call concluded positively with agreement to proceed on the core renewal at existing rates with a three-year lock, and to schedule a separate technical demo of the Aegis Detect module with Philip's CISO before making an add-on decision.",3,2,1,"Lisa Park: Hi Philip, can you hear us okay? Philip Lau: Yeah, loud and clear - hey Lisa, hey Rachel, good to talk to you both. Rachel Torres: Great to hear your voice, Philip, it's been a couple months since we've had a proper sit-down, so we're really glad to get this on the calendar. Philip Lau: Yeah, I know, Q1 has been - uh, let's just say it's been a lot, you know how it is in healthcare compliance right now. Lisa Park: Oh absolutely, we hear that from a lot of our healthcare customers, the regulatory environment has just been relentless lately. Philip Lau: Exactly, exactly - but honestly, that's kind of a good segue into why I'm actually pretty optimistic going into this renewal conver",external,external
01KQDD5172176D02DB51360A,Support Case #3286 - Vanta Health Systems API Integration Error,"Dr. Linda Cheng, CTO of a healthcare organization, contacted Aegis Cloud Security support regarding a three-day outage of the Aegis Protect backup API affecting patient data backup workflows. Support agent Priya Patel investigated the issue and confirmed it was a platform-level failure in Aegis's backup orchestration infrastructure, not a client-side error. Priya committed to initiating manual backup snapshots within the hour, providing a written incident summary for HIPAA audit purposes, and delivering a root cause and fix timeline within four hours. Dr. Cheng expressed significant frustration over both the technical failure and the lack of proactive communication from Aegis over the three-day period.",2,1,1,"Priya Patel: Hi, this is Priya Patel from Aegis Cloud Security support, am I speaking with Dr. Cheng? Dr. Linda Cheng: Yes, this is Linda Cheng, and I have to say I'm - I'm really frustrated right now, we've been dealing with this API issue for going on three days and it is actively impacting our backup workflows. Priya Patel: I completely understand, Dr. Cheng, and I sincerely apologize for the disruption - I've pulled up your support case, number 3286, and I want to make sure we get to the bottom of this today. Dr. Linda Cheng: Three days, Priya. We're a healthcare organization, we have patient data, we have regulatory obligations - this isn't a minor inconvenience, this is a serious probl",customer_support,customer_support
01KQE110900B8A65D80AE694,Detect Outage - Root Cause Analysis,"The team conducted a post-incident review of a cascading failure in their event ingestion pipeline that caused six hours of zero threat monitoring visibility for customers. Mike Romano explained that an out-of-memory error on a primary ingestion node triggered a cascade due to the absence of a circuit breaker and inadequate health checks that couldn't distinguish between liveness and readiness. The group identified three root technical causes: a single point of failure in ingestion, no circuit breaker pattern, and insufficient health checking. The team also acknowledged that the underlying single-point-of-failure risk had been flagged in Q3 of the prior year but was deprioritized in favor of feature work, and agreed the post-mortem should reflect that honestly.",5,5,0,"Sofia Petrov: Okay, I think everyone's on now - Tyler, can you hear us okay? Tyler Washington: Yeah, yeah I'm here, sorry I was - had to grab the right headset, my other one died. Sofia Petrov: Alright, let's just get into it because honestly we've been in firefighting mode for the past four days and I want to actually understand what happened here. Ananya Sharma: Yeah, agreed. So, Mike, do you want to walk us through what you found? You were the one digging into the pipeline logs last night. Mike Romano: Sure, yeah. So, um, the short version is - we had a cascading failure in the event ingestion layer. There's essentially a single point of failure in how we're routing events through the pro",customer_support,internal
01KQEDB92E33CF9945A7F71B,URGENT: Cobalt Software - Aegis Detect Dashboard Down,"Lauren Bishop, VP of Infrastructure at Cobalt Software, called Aegis Cloud Security support reporting that their Aegis Detect dashboard was completely down with no threat visibility for nearly an hour. David Kim investigated and confirmed a platform-wide cascading failure in the event processing pipeline, escalating it as a P1 incident. Lauren expressed serious frustration that Aegis had not proactively detected or communicated the outage, and disclosed they have been evaluating a competitor product, SentinelShield. David committed to 15-minute email updates, a full root cause analysis, and flagging a service credit conversation to the account team.",2,1,1,"David Kim: Thank you for calling Aegis Cloud Security support, this is David Kim, how can I help you today? Lauren Bishop: David, hi, this is Lauren Bishop, I'm the VP of Infrastructure over at Cobalt Software, and I need you to understand right now that this is a critical situation - our Aegis Detect dashboard is completely down and we have zero visibility into our threat monitoring. David Kim: Hi Lauren, I'm sorry to hear that, I understand that's - that's a serious issue, let me pull up your account right now, can you give me your organization ID or the email associated with the account? Lauren Bishop: It's Cobalt Software, C-O-B-A-L-T, and our account ID is CSW-4492, and David I really n",customer_support,external
01KQEDE682B4A8D67C657CF1,Support Case #3103 - Silverline Brands Detect False Positives After Patch,"Sarah Chen from Aegis Cloud Security support spoke with Dominic Flores and Michelle Tan (Security Manager) regarding a surge of false positive alerts following the application of agent patch 4.2.1 on Friday night. The patch reset the behavioral detection baseline, causing over 300 false positive alerts on Saturday morning compared to their normal volume of 15-20, resulting in hours of wasted on-call time. Sarah identified the issue as a known problem with the 4.2.1 patch and initiated a baseline restore to the pre-patch profile from March 13th, while also recommending suppression rules for Saturday batch jobs during the relearning period. The customer expressed frustration over two incidents in two weeks and disclosed they are evaluating other vendors at renewal time.",3,1,2,"Sarah Chen: Hi, this is Sarah Chen calling from Aegis Cloud Security support - am I speaking with Dominic Flores? Dominic Flores: Yeah, that's me. Hi Sarah. I've got Michelle Tan on the line too, she's our Security Manager - she's been dealing with this more directly than I have. Michelle Tan: Hi Sarah, yeah, I've been the one actually in the platform trying to figure out what's going on. Sarah Chen: Great, hi Michelle, thanks for jumping on. So I pulled up Support Case 3103 before this call - you're seeing a spike in false positives from Aegis Detect after a patch was applied, is that right? Dominic Flores: That's correct. And look, I want to be upfront - we're already pretty frustrated. Th",customer_support,customer_support
01KQF9600A904ADE8605B3F0,Detect Team - Reliability Sprint Retro,"Chris Lee held a sprint retrospective with Tyler Washington and Ravi Gupta to review the reliability sprint initiated after a major March outage. The team celebrated key achievements including redundant processing nodes and a circuit breaker implementation, with failover times hitting 12-14 seconds against a 30-second target. The team identified monitoring gaps in the event ingestion pipeline and discussed plans for a pipeline health dashboard. Chris proposed formalizing quarterly reliability-focused sprints and organizing a knowledge share with the broader engineering organization.",3,3,0,"Chris Lee: Alright, I think we've got everyone - Tyler, Ravi, you both here? Tyler Washington: Yeah I'm here, just grabbing my coffee real quick. Ravi Gupta: Present, yeah, I've got the sprint board pulled up too so we can go through everything. Chris Lee: Perfect, okay let's just - let's just dive in. So, uh, officially this is the retro for the reliability sprint we kicked off after the March outage, and honestly I want to start by just saying - I think you both crushed it. Tyler Washington: Yeah it feels good to finally be on the other side of that honestly, like March was... rough. Ravi Gupta: It really was, man. Six hours of no threat visibility - I don't think I slept great the whole w",customer_support,internal
